round#,blacksmith,woodcutter,farmer,refiner,worker,miner
0,100.0,100.255,100.0,98.72500000000001,10.51,99.915
1,99.73989999999999,99.62515000000002,100.38504999999999,98.72500000000001,11.2699,99.575
2,99.73989999999999,99.89718400000002,100.384183,97.94470000000001,11.7799,99.31490000000001
3,98.48832463999999,100.46131200000002,100.73358977999999,97.91384296000001,12.7999,99.0548
4,97.2638801376,100.35130681333337,101.15359756,97.77530895100954,13.819899999999999,99.1587489231746
5,97.02560637581023,99.93373200089977,100.9892462475664,97.92228511098043,14.329899999999999,99.5055489231746
6,96.01051994452769,100.82385200089976,101.3723625825664,97.26480771788927,14.319699999999997,99.6423593721542
7,95.2458759732208,101.3375562442331,101.73317233923306,97.45393446069882,14.679181414444443,99.2807576484505
8,94.39735816981188,101.07839687312199,102.39785029589973,97.99832841012558,15.03314068111111,98.99837359612457
9,93.75137493848136,100.89544961714427,102.87920164089974,97.42751989198774,15.765190232777776,98.82675634304177
10,92.73807822705528,100.44488090251465,103.5511034736775,98.13343633125211,16.450458551666664,98.55241206150316
11,92.15556036650226,100.72279379420527,103.8132761334918,98.5006712567664,17.12856886984925,98.02560592721689
12,91.70605622694244,100.57159598072464,104.0911284180766,98.4622122704827,17.77422870254766,97.78781866994639
13,91.02381402570093,100.62563430902362,104.293164603935,98.7995529564694,18.47188330726152,97.58710377270587
14,90.39527934035796,100.87077927380378,104.2788632306709,99.20946689627361,19.218089360089152,97.43716829739441
15,89.79200931687807,99.96510714136852,105.32906254151348,98.25043230900293,19.974819336609254,97.05914553945117
16,89.10690102320676,100.08320519510892,105.7397683802923,97.55989640497837,20.473228793076647,97.01581967595371
17,89.02043449307975,100.49548131824298,105.52635105407788,95.7200078274762,21.186112404981476,97.25003234350805
18,87.98570850466358,100.57295541171692,105.82479182159588,97.62430811331342,21.773586498455394,96.80877175532261
19,88.23815690252805,100.7110386040874,105.84842609051677,94.69055605125097,22.421669690825894,96.9786174297571
20,87.87628757025674,100.85916927181609,106.16903408733074,94.32868671897964,23.07980035855457,96.49612498672866
21,87.8006282878148,100.53240644403272,106.55788326213451,93.55300294860179,23.711958473365648,96.10828310153973
22,87.47917055434921,100.8502178601896,106.6297564625313,93.25487722603971,24.363836718092976,95.78682536807413
23,87.21365699766933,100.46041970045707,107.03532495728365,92.82501178621801,25.0361472198422,95.466527850347
24,86.92518308937095,100.46341422647407,107.17289398794651,92.56130274843144,25.755290876287916,95.17805394204862
25,86.64034611881846,100.56290697966642,107.24565669058292,92.2987967232404,26.479288433054684,94.90438244417685
26,86.20629116759407,100.37515890417703,107.81919405497999,91.82996927495599,27.056540357565297,94.47032749295245
27,86.13902142814965,99.60081234704165,108.31599815141811,91.45051693276457,27.697088015373886,94.09087515076105
28,85.11478286661703,99.42459608714796,109.01059564549223,92.8979835145019,28.195183314648347,93.49190883336189
29,84.40908797221323,99.94284053477786,109.3941381965012,92.18288616268373,28.705858358097622,93.23863311630701
30,83.87511051609384,100.3370337397444,109.21264817176204,92.15110642374188,29.407282236296574,93.29477912961558
31,83.5785379506804,100.58582871864138,109.31084020976957,89.3605386170482,30.139551556960726,93.73657538020946
32,83.18861393836981,100.61905189725242,109.70417942155572,87.19968273474754,30.7276712756535,93.90810380603618
33,83.14443149892055,100.57820497395727,109.71972718754377,86.77987848685633,31.406726476303938,93.64601845522826
34,83.20638882564451,100.69606962314936,109.49521702678129,86.51945107319618,32.16580098587122,93.3855910415681
35,82.72933375075534,99.98048701081562,110.41638225144874,86.04239599830703,32.708745910982074,92.90853596667894
36,82.67217045676477,99.82278086039263,110.54973202960237,85.72710915844618,33.316071125805365,92.5932491268181
37,80.88368049343319,99.90521116223337,110.68885701060677,89.80108255368285,34.03384080004537,92.30478133301114
38,80.53603222343249,99.86569849431325,110.53043288533028,89.14696054507411,34.76567627659496,92.62015390049707
39,80.16507549070226,99.58417447515566,111.06438263996567,87.8051612826055,35.51153589094067,92.4168869844109
40,80.54355720147716,99.0783672689252,111.14269551296859,86.59615440365398,36.12816385965433,92.26310989429385
41,78.46708181485396,99.40233450659719,111.2606751011218,91.64397888492358,36.68568042296871,91.91201513563198
42,78.19362124212837,99.42686742811841,111.27575595363548,91.28352491499693,37.33909206084485,91.83355618871663
43,77.88158735937752,99.57222941397012,111.56374553863053,90.453055858667,37.98117754460764,91.51346199717443
44,77.54498061904339,99.51314412487051,111.88624152194713,89.62585785869739,38.72535503496025,91.23907862557428
45,77.74627283723294,99.8661567676115,111.49303958174406,88.80237062912244,39.44917267175387,91.11866455115741
46,77.97361235391817,99.45082452834126,111.43047466282096,88.53349776987673,40.193335502421,90.84514881852027
47,77.62448027052774,99.12030627229959,111.92303711510189,88.2533738686618,40.72618705467957,90.49601673512984
48,77.24899250757731,99.10876677018118,112.25471563585123,87.88980436830917,41.38261755432695,90.1205289721794
49,76.97253855903172,98.83663854333915,112.62567147310027,87.61335041976359,42.06472843598114,89.72120468403335
50,77.14464724405615,98.36910400609094,112.72044138449013,87.2799609820742,42.75133899829175,89.38781524634396
51,76.75626048101886,98.62620977258688,112.87515480355714,86.99904610506218,43.43668817826709,89.0352524453151
52,76.4314277192077,99.11755453241622,112.85035613771754,86.65355880033987,44.111200873544774,88.7310742264151
53,76.11202628532305,99.19899580619344,113.01828872706943,86.3341573664552,44.81179943966012,88.41167279253045
54,75.76241943966461,99.03263127674336,113.33288145308266,86.04482377605446,45.49726090781613,88.09220257450086
55,75.45294536125698,98.83100167282251,113.67271497762002,85.6650803027672,46.19021948068857,87.7475937986534
56,75.15266827923939,99.08571254134026,113.6997986317179,85.3498907591726,46.91739862945951,87.46222917821287
57,74.86267577840785,99.43816197231433,113.63839226388819,85.08203008171199,47.669537951998905,87.18699122629528
58,74.59697237432498,99.5406810706308,113.68641834070586,84.80487371083967,48.41810806452132,86.91365251101945
59,74.32672878557908,99.52585867708993,113.79187761215456,84.53463012209377,49.16786447577542,86.64340892227354
60,73.95906018219675,99.51799958125329,114.26995988259782,83.95776369882516,49.767896417421525,86.17114140894807
61,73.5969719316167,99.87129811274491,114.49156679212473,83.43355637211637,50.37581587322863,85.77167756419605
62,73.71263182916931,99.89127786923953,114.4222839606173,83.10679197073844,50.97444073617579,85.44491316281812
63,72.92223763513351,100.19467548847405,114.51488031190422,84.04095069910073,51.666059490926635,85.13711506302705
64,72.21634971239577,100.21656723966922,114.63468626970294,85.10078198967726,52.36063995188325,84.85233647040648
65,71.24070842274578,100.3170860707454,114.77687820804474,84.44725774828869,53.087676786847226,85.30452614537013
66,70.28162404057143,100.42088339976686,114.88650964181517,86.2500627375619,53.84563865150118,84.94199415697592
67,69.32433425971335,100.5387958455142,114.91296222645809,88.06181057651752,54.59939555790471,84.6789849772243
68,69.06170451823178,100.33162383905874,115.13157891013518,87.6627257865727,55.356765816423135,84.41635523574273
69,68.72871393077969,100.3421380878791,115.31094309798883,87.40254521179178,56.061977732138836,84.11976965462623
70,68.45785871402398,100.44585532774482,115.35048259610492,87.12633924860182,56.82182400825164,83.85426518430477
71,68.66675627126703,100.42540604046742,115.1563055264482,86.727254458657,57.57909494858721,83.54608421454687
72,68.35966390229811,100.50982032407089,115.27752980442301,86.3967935424834,58.30368685322064,83.26236039278264
73,68.07566752585704,100.84882577159665,115.2192242832921,86.13652335852288,59.045622024899714,82.99022711258186
74,67.79730177955648,100.95035329978734,115.26209308603995,85.87630990208879,59.79633242353239,82.73001365614778
75,67.53712614178028,101.0607752686017,115.2915918620533,85.6068196888885,60.55149949804415,82.46362830142218
76,67.79244882973799,100.7613851499807,115.13483678467223,85.34666926365321,61.308940952096975,82.19866163476311
77,67.51963338250658,100.53056449392541,115.39526997759802,84.90910138191205,62.05612550486556,81.92584618753169
78,67.20386927337637,100.57396437327537,115.60042138114713,84.52298501229883,62.74277333061461,81.61008207840148
79,66.9215550431717,100.67489915486483,115.6751610083129,84.24583711286327,63.485625431179045,81.32260151742771
80,66.53787696896346,100.44269303465279,116.06370502408808,83.80826923112211,64.22972697203664,80.99281325075238
81,66.75665404972402,100.77369816893392,115.71459596382307,83.45260225410118,64.93708414310113,80.66582903912173
82,66.44485536915778,101.1001510530586,115.68686092015183,83.18564807984131,65.69012996884126,80.38392669609307
83,66.17216801918252,101.20261528405592,115.75082090253063,82.89743331595518,66.43356076538831,80.1034756391624
84,65.90474685675369,101.31198195906606,115.79386618435727,82.62197081503724,67.18412926833719,79.832033807489
85,65.63621251737513,101.16426351977378,115.96192766760517,82.35343647565868,67.93559492895862,79.56349946811044
86,65.21870519613272,100.94903757063705,116.3039402426701,82.09192265225538,68.69408110555531,79.24998781209409
87,64.89675690832627,101.2311899017254,116.33098690800476,81.83165545336314,69.40755308997743,78.95888006874476
88,64.61831600862966,101.26887364492491,116.42863706072238,81.57144116306262,70.13999888558277,78.68043916904816
89,64.3581384029098,101.59494596903329,116.36534049054353,81.31126355734276,70.86736797452201,78.40944379488133
90,64.09798595967014,101.68569604434302,116.40982115683771,81.03176083855672,71.61754039350916,78.14284125979287
91,63.8039690964952,101.4488489433526,116.70519389871458,80.77162564103257,72.32658269750884,77.81494273096718
92,63.39040225173746,101.23694232362689,117.07822930799551,80.51150209756169,73.00973750339452,77.50367142040066
93,63.55490344561152,101.4730769469599,116.85565210061375,80.15892476443481,73.67716017026764,77.15109408727379
94,63.26353628968692,101.50803320644502,117.02174328600401,79.86755760851021,74.3677998000406,76.83439812181422
95,62.96452819862383,101.56952117368762,117.12491748146522,79.60701621852635,75.09840838424732,76.55462338129077
96,62.68328570525018,101.67329365617098,117.18800876500165,79.34662195265301,75.84237794774874,76.2733808879171
97,62.417331410718276,101.77587506882102,117.2293588071291,79.06935142943922,76.59359459604637,76.0074265933852
98,62.66494885777579,101.88168346188553,116.88493314521884,78.7998903494958,77.34413351610294,75.73796551344178
99,60.2819150818469,101.74431317894434,117.19515866316644,84.64189499860304,77.97216536755394,75.43292267006495
100,58.95125326277226,102.0480984483644,117.18963911978568,83.88674668056113,78.69650521437404,76.3372432421678
101,57.64245132658247,102.1105916522755,117.26240705705698,86.69612857147082,79.43724923495913,76.0770691486952
102,57.36176026650478,102.08490059268453,117.46698023704666,82.21867198800635,80.17655817488144,77.10173624305388
103,57.06349819697865,102.20033554839401,117.62318047504034,79.94503337504945,80.82785869280251,77.43845388382039
104,57.416203001887745,102.42306098032054,117.20579259943607,79.65775880662552,81.56058412437858,77.10105719352323
105,57.76447043874166,102.54110480030525,117.06149342719804,79.26580262639995,82.188627944153,76.57844895322246
106,57.41645468715126,102.59501752438757,117.27460433056442,78.87382930724836,82.88259097634318,76.27439076919323
107,57.156354276165416,102.64892578078424,117.3888172542845,78.54778776906224,83.57654943815706,75.99230998247397
108,56.88526275300149,102.73580162233014,117.4535786975072,78.25471374756016,84.3364491641622,75.71022721014096
109,56.614169906096215,102.84740685017908,117.4936127400298,77.97812456853515,85.07985998513719,75.45012702747515
110,56.348572508817135,102.96725666752732,117.52128197523362,77.7097785335059,85.83151395010793,75.18727826794624
111,56.08572316095959,103.08504459575389,117.54276806879827,77.44967845231913,86.58935191891808,74.9244289200887
112,55.82493558052658,103.20489451457217,117.56116209955633,77.18751581927019,87.34822057533108,74.66226628703976
113,55.56380383570029,103.32422860607886,117.57800977091956,76.9263840744439,88.10760468487607,74.40216625095604
114,55.303359722383085,103.57361244813319,117.52893000443726,76.6662840503879,88.86750466082006,74.14189418226944
115,55.04298161546675,103.69346242407826,117.67483624232548,76.14552783655522,89.62726559934316,73.79490876696691
116,54.78279724478563,103.81318586805735,117.69032608437642,75.8853012858794,90.38716558865144,73.5347665762805
117,54.522678034924205,104.06308586092995,117.64067311422868,75.62520127875155,91.14703677742324,73.27460896095194
118,55.00277278793745,104.31295699686397,117.03585977760108,75.3650724146853,91.90690791335699,73.01448009688569
119,54.56513185389381,104.5628528089667,117.16368304046517,74.92743148064166,92.66680372545954,72.75437590898825
120,54.24583214955797,104.76835301818116,117.22495752996304,74.66733143050655,93.38230393467389,72.46467603175277
121,53.953843459679995,104.99433649241686,117.23502385272971,74.40723139708314,94.09437091656861,72.20457599832936
122,53.69374343739772,105.21689226705602,117.21947916785419,74.14713137480086,94.85427089428633,71.91713177296849
123,53.422701149406635,105.32853553992159,117.25939932697528,73.87061795024167,95.6059641745793,71.65156062154551
124,53.1626011395034,105.43853288733936,117.28947831327608,73.61051794033843,96.35601152694866,71.38489218649069
125,53.63681010607445,105.5495109115767,116.76735455199179,73.34450328982997,97.1099968764402,71.11887753598224
126,51.393418174213245,105.66639848310567,116.92866596443474,78.6528151281551,97.86792192412618,70.79454189233446
127,50.4181287996713,105.85966967371643,117.11385239260242,80.19851719973462,98.57119311473694,70.4099870846453
128,49.19227852019227,106.10956740562007,117.23108459056228,79.81793452326534,99.29711571541698,70.95584177061181
129,48.93217700812803,106.33908089023714,117.23232625703564,77.0312418799279,100.03662920003406,71.49716729566795
130,48.65848582986561,106.31359462686493,117.36106716747686,74.24454923659047,100.77614293666184,72.05208315895082
131,48.37985332102355,106.5542280364296,117.33450881157228,71.4986274399261,101.52677634622654,72.62058952846755
132,48.11357566859746,106.80412758841055,117.29636730188787,71.23852699190707,102.28204299490221,72.35431187604145
133,47.85347536991811,107.05153267814487,117.2528796522219,70.97343747005506,103.0369534730502,72.09254850297121
134,49.29958136603392,107.13678978927402,116.25278593287672,70.54869458118422,103.63221058417936,71.66780561410037
